issuerCode,issuerCountry,issuerCountryCode,serviceCode,serviceName,adnlServiceCode,adnlServiceName,allowedConsigneeCountry,allowedConsignorCountry,mandatory
Z14,FINLAND,FI,18,PostNord Parcel,E9,Collection Request,DK,ALL,FALSE
Z11,DENMARK,DK,83,Groupage,A8,Limited Quantity of Dangerous Goods,NO,ALL,FALSE
Z13,NORWAY,NO,18,Parcel,E9,Collection Request,ALL,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,E1,Tyres,SE,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A3,SMS notification,HU,ALL,FALSE
Z13,NORWAY,NO,83,Groupage,A5,Insurance,NO,ALL,FALSE
Z14,FINLAND,FI,17,MyPack Home,E1,Tyres,PT,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,A4,Email notification,SI,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,10,Ad-hoc pickup,LI,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,10,Ad-hoc pickup,NO,ALL,FALSE
Z12,SWEDEN,SE,20,Return Pickup,E6,Pickup Confirmation,SE,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,A7,Optional Service Point,HR,ALL,TRUE
Z12,SWEDEN,SE,83,PostNord Groupage,E3,Return Pickup Private,SE,ALL,FALSE
Z14,FINLAND,FI,52,PostNord Pallett,B8,Driver Notification - Phone,LU,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,A5,Insurance Europe,SI,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A4,Email notification,LI,ALL,FALSE
Z11,DENMARK,DK,20,Return Pickup,A8,Limited Quantity of Dangerous Goods,FI,SE,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A8,Limited Quantity of Dangerous Goods,DE,ALL,FALSE
Z12,SWEDEN,SE,83,PostNord Groupage,C4,Legitimationskontroll,SE,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,10,Ad-hoc pickup,GB,ALL,FALSE
Z14,FINLAND,FI,52,PostNord Pallett,A6,Delivery without POD,AX,ALL,FALSE
Z12,SWEDEN,SE,24,PostNord Return Drop Off,C2,Print Label,ALL,ALL,FALSE
Z11,DENMARK,DK,20,Return Pickup,89,EDI - mangelfuld adresse,NO,NO,FALSE
Z12,SWEDEN,SE,17,PostNord MyPack Home,C4,Legitimationskontroll,SE,ALL,FALSE
Z14,FINLAND,FI,52,PostNord Pallett,D5,Private Receiver,SE,ALL,FALSE
Z13,NORWAY,NO,52,Pallet,D7,Delivery before 12,ALL,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,A5,Insurance Europe,LT,ALL,FALSE
Z14,FINLAND,FI,17,MyPack Home,A8,Dangerous Goods LQ,SE,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A4,Email notification,GB,ALL,FALSE
Z12,SWEDEN,SE,59,Retail Delivery,G4,Fast liggetid 7 dagar,SE,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,5,Value,DK,ALL,FALSE
Z14,FINLAND,FI,18,PostNord Parcel,E1,Tyres,HR,ALL,FALSE
Z14,FINLAND,FI,52,PostNord Pallett,A6,Delivery without POD,TR,ALL,FALSE
Z12,SWEDEN,SE,18,PostNord Parcel,D2,Kvittenskrav,DK,ALL,FALSE
Z12,SWEDEN,SE,83,PostNord Groupage,D2,Kvittenskrav,NO,ALL,FALSE
Z11,DENMARK,DK,20,Return Pickup,62,Insurance DK,SE,NO,FALSE
Z11,DENMARK,DK,20,Return Pickup,62,Insurance DK,SE,DK,FALSE
Z11,DENMARK,DK,20,Return Pickup,A3,SMS notification,FI,FI,TRUE
Z11,DENMARK,DK,24,Return DropOff,D9,Climate Compensation,ALL,DK,FALSE
Z14,FINLAND,FI,17,MyPack Home,C7,FlexChange,NL,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,E1,Tyres,ES,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,A3,SMS notification,RS,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,A3,SMS notification,UA,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,61,Insurance ROW,ALL,ALL,FALSE
Z11,DENMARK,DK,24,Return DropOff,A5,Insurance Europe,ALL,HR,FALSE
Z12,SWEDEN,SE,RL,Rek Extra,MB,Mottagningsbevis,ALL,ALL,FALSE
Z14,FINLAND,FI,52,PostNord Pallett,D5,Private Receiver,BY,ALL,FALSE
Z14,FINLAND,FI,18,PostNord Parcel,D5,Private Receiver,FI,ALL,FALSE
Z13,NORWAY,NO,24,Return Drop Off,D9,Climate compensation,ALL,ALL,FALSE
Z14,FINLAND,FI,52,PostNord Pallett,B8,Driver Notification - Phone,CZ,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,A5,Insurance Europe,NO,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,10,Ad-hoc pickup,CH,ALL,TRUE
Z13,NORWAY,NO,52,Pallet,A8,Limited quantity of dangerous goods,NO,ALL,FALSE
Z11,DENMARK,DK,20,Return Pickup,A8,Limited Quantity of Dangerous Goods,DK,FI,FALSE
Z11,DENMARK,DK,19,Mypack Collect,A3,SMS notification,IT,ALL,TRUE
Z12,SWEDEN,SE,18,PostNord Parcel,A6,Leverans utan kvittens,FI,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,D6,Delivery before 9 (MEDIO 2017),DK,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,A3,SMS notification,IM,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,43,Julemærkefonden,DK,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,D9,Climate Compensation,GL,ALL,FALSE
Z14,FINLAND,FI,18,PostNord Parcel,E1,Tyres,IT,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,E1,Tyres,LI,ALL,FALSE
Z11,DENMARK,DK,83,Groupage,D5,Private receiver,NO,ALL,FALSE
Z11,DENMARK,DK,83,Groupage,3,Goods return,ALL,DK,TRUE
Z14,FINLAND,FI,19,MyPack Collect,A4,Standard Self-Service and E-mail Info,NL,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,A5,Insurance Europe,AX,ALL,FALSE
Z11,DENMARK,DK,83,Groupage,A4,Email notification,FI,ALL,FALSE
Z14,FINLAND,FI,83,PostNord Groupage,B8,Driver Notification - Phone,SE,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,D7,Before 12,DK,ALL,FALSE
Z12,SWEDEN,SE,48,InNight,44,GDP Temperaturkrav,ALL,ALL,FALSE
Z14,FINLAND,FI,17,MyPack Home,E1,Tyres,EE,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,10,Ad-hoc pickup,PT,ALL,TRUE
Z13,NORWAY,NO,18,Parcel,D3,,ALL,ALL,FALSE
Z11,DENMARK,DK,24,Return DropOff,A5,Insurance Europe,ALL,SI,FALSE
Z12,SWEDEN,SE,49,InNight Reverse,C1,Recipient freight,ALL,ALL,FALSE
Z11,DENMARK,DK,24,Return DropOff,A6,FlexDelivery,ALL,BE,FALSE
Z14,FINLAND,FI,52,PostNord Pallett,A6,Delivery without POD,RO,ALL,FALSE
Z14,FINLAND,FI,18,PostNord Parcel,H6,MPS,FI,FI,FALSE
Z11,DENMARK,DK,20,Return Pickup,E7,Pickup Handover,SE,SE,FALSE
Z11,DENMARK,DK,17,Mypack Home,A4,Email notification,IE,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,A3,SMS notification,DE,ALL,TRUE
Z13,NORWAY,NO,17,MyPack Home,B4,Remove packaging for scrapping,ALL,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,A8,Limited Quantity of Dangerous Goods,IR,ALL,FALSE
Z14,FINLAND,FI,18,PostNord Parcel,A8,Dangerous Goods LQ,SE,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,D9,Climate Compensation,FI,ALL,FALSE
Z11,DENMARK,DK,20,Return Pickup,E7,Pickup Handover,DK,DK,FALSE
Z13,NORWAY,NO,30,MyPack Home Small (Parcel Letter),C6,Leverings bekreftelse,ALL,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,5,Value,DK,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,A4,Email notification,CZ,ALL,FALSE
Z14,FINLAND,FI,18,PostNord Parcel,F7,Before 7,FI,ALL,FALSE
Z13,NORWAY,NO,83,Groupage,C7,Flex change,ALL,ALL,FALSE
Z14,FINLAND,FI,49,InNight Reverse,A5,Insurance,NO,ALL,FALSE
Z12,SWEDEN,SE,83,PostNord Groupage,A9,Notification by phone,ALL,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A3,SMS notification,FR,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,A5,Insurance Europe,GB,ALL,FALSE
Z14,FINLAND,FI,83,PostNord Groupage,D9,Climate Compensation,FI,ALL,FALSE
Z12,SWEDEN,SE,52,PostNord Pallet,D2,Kvittenskrav,DK,ALL,FALSE
Z11,DENMARK,DK,20,Return Pickup,A6,FlexDelivery,DK,SE,FALSE
Z12,SWEDEN,SE,11,Varubrev Ekonomi,A2,eBrevsavisering,SE,ALL,FALSE
Z12,SWEDEN,SE,18,PostNord Parcel,C4,Legitimationskontroll,FI,ALL,FALSE
Z14,FINLAND,FI,19,MyPack Collect,A3,SMS notification,NO,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,A7,Optional Service Point,IT,ALL,TRUE
Z11,DENMARK,DK,17,Mypack Home,A5,Insurance Europe,JE,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,D9,Climate Compensation,IS,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,A4,Email notification,GB,ALL,TRUE
Z12,SWEDEN,SE,83,PostNord Groupage,C4,Legitimationskontroll,NO,ALL,FALSE
Z11,DENMARK,DK,20,Return Pickup,E7,Pickup Handover,NO,DK,FALSE
Z14,FINLAND,FI,52,PostNord Pallett,A6,Delivery without POD,NO,ALL,FALSE
Z14,FINLAND,FI,18,PostNord Parcel,D3,Delivery Advice,DK,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,A3,SMS notification,IE,ALL,FALSE
Z14,FINLAND,FI,17,MyPack Home,C6,Delivery Confirmation,SE,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,A4,Email notification,IT,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,A3,SMS notification,FR,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,A3,SMS notification,ES,ALL,TRUE
Z14,FINLAND,FI,18,PostNord Parcel,E1,Tyres,IE,ALL,FALSE
Z11,DENMARK,DK,20,Return Pickup,E7,Pickup Handover,SE,DK,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,A4,Email notification,LV,ALL,FALSE
Z12,SWEDEN,SE,19,PostNord MyPack Collect,D8,Ålderskontroll,SE,ALL,FALSE
Z14,FINLAND,FI,17,MyPack Home,A8,Dangerous Goods LQ,NO,ALL,FALSE
Z14,FINLAND,FI,19,MyPack Collect,A7,Optional service point,SE,ALL,TRUE
Z11,DENMARK,DK,19,Mypack Collect,A5,Insurance Europe,BE,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,10,Ad-hoc pickup,CZ,ALL,TRUE
Z13,NORWAY,NO,52,Pallet,D9,Climate compensation,ALL,ALL,FALSE
Z12,SWEDEN,SE,57,PostNord Parcel Special,G3,Utökad liggetid 14 dagar,SE,ALL,FALSE
Z12,SWEDEN,SE,18,PostNord Parcel,C1,Recipient freight,SE,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,A4,Email notification,LV,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,A4,Email notification,TR,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A5,Insurance Europe,IT,ALL,FALSE
Z12,SWEDEN,SE,52,PostNord Pallet,E3,Return Pickup Private,DK,ALL,FALSE
Z14,FINLAND,FI,19,MyPack Collect,A7,Optional service point,AT,ALL,TRUE
Z14,FINLAND,FI,18,PostNord Parcel,D3,Delivery Advice,SE,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,10,Ad-hoc pickup,SI,ALL,FALSE
Z13,NORWAY,NO,18,Parcel,D9,Climate compensation,ALL,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,A3,SMS notification,LI,ALL,TRUE
Z12,SWEDEN,SE,83,PostNord Groupage,E3,Return Pickup Private,FI,ALL,FALSE
Z12,SWEDEN,SE,83,PostNord Groupage,D2,Kvittenskrav,DK,ALL,FALSE
Z11,DENMARK,DK,20,Return Pickup,A5,Insurance Europe,NO,NO,FALSE
Z12,SWEDEN,SE,57,PostNord Parcel Special,A4,e-postavisering,SE,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,A3,SMS notification,PT,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,A6,FlexDelivery,FI,ALL,FALSE
Z12,SWEDEN,SE,20,Return Pickup,A8,Begränsad mängd farligt gods,DK,ALL,FALSE
Z11,DENMARK,DK,24,Return DropOff,A6,FlexDelivery,ALL,GB,FALSE
Z14,FINLAND,FI,52,PostNord Pallett,A6,Delivery without POD,UA,ALL,FALSE
Z12,SWEDEN,SE,VV,Värde,A3,SMS-avisering,ALL,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,10,Ad-hoc pickup,CZ,ALL,FALSE
Z12,SWEDEN,SE,59,Retail Delivery,D4,Digitallock,SE,ALL,FALSE
Z11,DENMARK,DK,24,Return DropOff,A6,FlexDelivery,ALL,NL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,10,Ad-hoc pickup,CH,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,E1,Tyres,JE,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,A3,SMS notification,HR,ALL,FALSE
Z12,SWEDEN,SE,18,PostNord Parcel,A3,SMS-avisering,DK,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,A8,Limited Quantity of Dangerous Goods,BA,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,E1,Tyres,HU,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,A3,SMS notification,DK,ALL,FALSE
Z12,SWEDEN,SE,RL,Rek Extra,FE,"Faktura, utan inlämningsundrlag",ALL,ALL,FALSE
Z11,DENMARK,DK,20,Return Pickup,A6,FlexDelivery,NO,SE,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A4,Email notification,NL,ALL,FALSE
Z13,NORWAY,NO,83,Groupage,D6,Delivery before 9,ALL,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,E1,Tyres,GG,ALL,FALSE
Z12,SWEDEN,SE,42,Expresspaket,D9,Klimatkompensation,ALL,ALL,FALSE
Z11,DENMARK,DK,20,Return Pickup,A8,Limited Quantity of Dangerous Goods,SE,NO,FALSE
Z11,DENMARK,DK,17,Mypack Home,A8,Limited Quantity of Dangerous Goods,FO,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A4,Email notification,AX,ALL,FALSE
Z12,SWEDEN,SE,57,PostNord Parcel Special,21,Ej till ombud,ALL,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,C4,ID check,SE,ALL,FALSE
Z12,SWEDEN,SE,59,Retail Delivery,B8,Chaufförsavisering,FI,ALL,FALSE
Z11,DENMARK,DK,83,Groupage,D6,Delivery before 9 (MEDIO 2017),NO,ALL,FALSE
Z14,FINLAND,FI,19,MyPack Collect,A1,Cash on Delivery,NO,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,A4,Email notification,PL,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,10,Ad-hoc pickup,SE,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,B7,Carry-in,DK,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,E1,Tyres,RO,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A3,SMS notification,PL,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,E1,Tyres,CZ,ALL,FALSE
Z13,NORWAY,NO,52,Pallet,Q1,Time agreed delivery,ALL,ALL,FALSE
Z13,NORWAY,NO,32,MyPack Home,B4,Remove packaging for scrapping,ALL,ALL,FALSE
Z14,FINLAND,FI,83,PostNord Groupage,B1,Temperature Controlled,FI,ALL,FALSE
Z11,DENMARK,DK,20,Return Pickup,E7,Pickup Handover,FI,NO,FALSE
Z14,FINLAND,FI,49,InNight Reverse,B9,Dangerous Goods,SE,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,A5,Insurance Europe,BG,ALL,FALSE
Z11,DENMARK,DK,24,Return DropOff,A5,Insurance Europe,ALL,RO,FALSE
Z11,DENMARK,DK,17,Mypack Home,A3,SMS notification,LU,ALL,TRUE
Z11,DENMARK,DK,17,Mypack Home,10,Ad-hoc pickup,PL,ALL,FALSE
Z12,SWEDEN,SE,18,PostNord Parcel,E8,Split shipment,NO,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,A4,Email notification,CH,ALL,FALSE
Z12,SWEDEN,SE,52,PostNord Pallet,C4,Legitimationskontroll,DK,ALL,FALSE
Z12,SWEDEN,SE,17,PostNord MyPack Home,24,Utökad identifiering,SE,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,10,Ad-hoc pickup,GL,ALL,TRUE
Z11,DENMARK,DK,19,Mypack Collect,A4,Email notification,CH,ALL,TRUE
Z14,FINLAND,FI,48,InNight,Q1,Time Agreed,ALL,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,A8,Limited Quantity of Dangerous Goods,CH,ALL,FALSE
Z11,DENMARK,DK,20,Return Pickup,A5,Insurance Europe,DK,SE,FALSE
Z12,SWEDEN,SE,18,PostNord Parcel,A9,Notification by phone,SE,ALL,FALSE
Z11,DENMARK,DK,24,Return DropOff,A6,FlexDelivery,ALL,GL,FALSE
Z14,FINLAND,FI,48,InNight,A5,Insurance,FI,ALL,FALSE
Z12,SWEDEN,SE,AF,Brevpostförskott,A4,e-postavisering,ALL,ALL,FALSE
Z14,FINLAND,FI,52,PostNord Pallett,D5,Private Receiver,LU,ALL,FALSE
Z14,FINLAND,FI,17,MyPack Home,E1,Tyres,BE,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A3,SMS notification,IT,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,10,Ad-hoc pickup,NL,ALL,FALSE
Z12,SWEDEN,SE,RR,Rek,UA,Utökat ansvar,ALL,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,10,Ad-hoc pickup,BG,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A8,Limited Quantity of Dangerous Goods,FR,ALL,FALSE
Z13,NORWAY,NO,17,MyPack Home,D9,Climate compensation,ALL,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,A5,Insurance Europe,DE,ALL,FALSE
Z11,DENMARK,DK,83,Groupage,62,Insurance DK,ALL,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,A8,Limited Quantity of Dangerous Goods,SE,ALL,FALSE
Z12,SWEDEN,SE,18,PostNord Parcel,A4,e-postavisering,NO,ALL,FALSE
Z14,FINLAND,FI,52,PostNord Pallett,A6,Delivery without POD,PT,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,B7,Carry-in,SE,ALL,FALSE
Z14,FINLAND,FI,52,PostNord Pallett,A8,Dangerous Goods LQ,DK,ALL,FALSE
Z11,DENMARK,DK,24,Return DropOff,D9,Climate Compensation,ALL,FI,FALSE
Z11,DENMARK,DK,17,Mypack Home,10,Ad-hoc pickup,LU,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,A4,Email notification,HR,ALL,FALSE
Z11,DENMARK,DK,20,Return Pickup,62,Insurance DK,DK,FI,FALSE
Z14,FINLAND,FI,18,PostNord Parcel,E1,Tyres,RO,ALL,FALSE
Z14,FINLAND,FI,52,PostNord Pallett,A8,Dangerous Goods LQ,NO,ALL,FALSE
Z12,SWEDEN,SE,18,PostNord Parcel,A4,e-postavisering,DK,ALL,FALSE
Z14,FINLAND,FI,18,PostNord Parcel,A5,Insurance,FI,ALL,FALSE
Z11,DENMARK,DK,20,Return Pickup,89,EDI - mangelfuld adresse,DK,NO,FALSE
Z11,DENMARK,DK,17,Mypack Home,10,Ad-hoc pickup,IE,ALL,FALSE
Z12,SWEDEN,SE,52,PostNord Pallet,A6,Leverans utan kvittens,ALL,ALL,FALSE
Z14,FINLAND,FI,52,PostNord Pallett,B8,Driver Notification - Phone,FR,ALL,FALSE
Z12,SWEDEN,SE,83,PostNord Groupage,D4,Digitallock,ALL,ALL,FALSE
Z12,SWEDEN,SE,83,PostNord Groupage,D6,Before 9,FI,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,A3,SMS notification,ES,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,A3,SMS notification,TR,ALL,FALSE
Z14,FINLAND,FI,18,PostNord Parcel,E1,Tyres,CH,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,7,Economy to FO/GL,GL,ALL,TRUE
Z11,DENMARK,DK,52,Pallet Pickup,A4,Email notification,AT,ALL,FALSE
Z11,DENMARK,DK,20,Return Pickup,A3,SMS notification,FI,DK,TRUE
Z12,SWEDEN,SE,52,PostNord Pallet,D6,Before 9,DK,ALL,FALSE
Z14,FINLAND,FI,17,MyPack Home,C5,Delivery Notification,SE,ALL,FALSE
Z14,FINLAND,FI,17,MyPack Home,E1,Tyres,FR,ALL,FALSE
Z12,SWEDEN,SE,42,Expresspaket,F6,EARLY COLLECT,SE,ALL,FALSE
Z14,FINLAND,FI,19,MyPack Collect,A3,SMS notification,AX,ALL,FALSE
Z14,FINLAND,FI,18,PostNord Parcel,B8,Driver Notification - Phone,NO,ALL,FALSE
Z12,SWEDEN,SE,18,PostNord Parcel,D4,Digitallock,ALL,ALL,FALSE
Z13,NORWAY,NO,18,Parcel,A8,Limited quantity of dangerous goods,NO,ALL,FALSE
Z11,DENMARK,DK,83,Groupage,B9,Dangerous goods,ALL,DK,FALSE
Z11,DENMARK,DK,19,Mypack Collect,10,Ad-hoc pickup,DE,ALL,FALSE
Z11,DENMARK,DK,20,Return Pickup,E7,Pickup Handover,NO,SE,FALSE
Z14,FINLAND,FI,19,MyPack Collect,A3,SMS notification,ES,ALL,FALSE
Z14,FINLAND,FI,52,PostNord Pallett,B8,Driver Notification - Phone,DK,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,A5,Insurance Europe,NL,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,B8,Driver notification,DK,ALL,FALSE
Z12,SWEDEN,SE,18,PostNord Parcel,D2,Kvittenskrav,SE,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,A4,Email notification,FO,ALL,FALSE
Z12,SWEDEN,SE,52,PostNord Pallet,E2,Carry out,SE,ALL,FALSE
Z14,FINLAND,FI,83,PostNord Groupage,Q1,Time Agreed,FI,ALL,FALSE
Z11,DENMARK,DK,20,Return Pickup,A5,Insurance Europe,DK,DK,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A4,Email notification,LV,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,A8,Limited Quantity of Dangerous Goods,FI,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,A7,Optional Service Point,SK,ALL,TRUE
Z14,FINLAND,FI,18,PostNord Parcel,D5,Private Receiver,NO,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,A4,Email notification,IE,ALL,TRUE
Z11,DENMARK,DK,20,Return Pickup,D9,Climate Compensation,SE,FI,FALSE
Z11,DENMARK,DK,17,Mypack Home,A4,Email notification,NO,ALL,TRUE
Z12,SWEDEN,SE,52,PostNord Pallet,E7,Pickup Handover,NO,ALL,FALSE
Z13,NORWAY,NO,52,Pallet,A3,Notification by SMS,NO,ALL,FALSE
Z13,NORWAY,NO,52,Pallet,E8,Split shipment,NO,ALL,FALSE
Z13,NORWAY,NO,48,InNight,D9,Climate compensation,ALL,ALL,FALSE
Z12,SWEDEN,SE,20,Return Pickup,M6,Print Label Pickup,SE,ALL,FALSE
Z11,DENMARK,DK,83,Groupage,A4,Email notification,SE,ALL,FALSE
Z11,DENMARK,DK,24,Return DropOff,A6,FlexDelivery,ALL,AT,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,A4,Email notification,CH,ALL,FALSE
Z12,SWEDEN,SE,59,Retail Delivery,A6,Leverans utan kvittens,SE,ALL,FALSE
Z12,SWEDEN,SE,11,Varubrev Ekonomi,A4,e-postavisering,ALL,ALL,FALSE
Z14,FINLAND,FI,83,PostNord Groupage,H5,Good distribution practice,FI,AX,FALSE
Z14,FINLAND,FI,18,PostNord Parcel,D9,Climate Compensation,FI,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,A7,Optional Service Point,BE,ALL,TRUE
Z11,DENMARK,DK,19,Mypack Collect,A3,SMS notification,BG,ALL,TRUE
Z12,SWEDEN,SE,18,PostNord Parcel,B7,Leverans till anvisad plats,SE,ALL,FALSE
Z14,FINLAND,FI,49,InNight Reverse,A5,Insurance,DK,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,E1,Tyres,PT,ALL,FALSE
Z11,DENMARK,DK,20,Return Pickup,D9,Climate Compensation,FI,FI,FALSE
Z12,SWEDEN,SE,20,Return Pickup,A2,eBrevsavisering,ALL,ALL,FALSE
Z12,SWEDEN,SE,RL,Rek Extra,A3,SMS-avisering,ALL,ALL,FALSE
Z12,SWEDEN,SE,RL,Rek Extra,UP,Utplock,ALL,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,10,Ad-hoc pickup,AT,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,A6,FlexDelivery,FI,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A4,Email notification,PT,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,A3,SMS notification,PL,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,10,Ad-hoc pickup,PL,ALL,TRUE
Z11,DENMARK,DK,52,Pallet Pickup,B9,Dangerous goods,NO,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,10,Ad-hoc pickup,ALL,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,A4,Email notification,BE,ALL,TRUE
Z11,DENMARK,DK,17,Mypack Home,E1,Tyres,CZ,ALL,FALSE
Z12,SWEDEN,SE,20,Return Pickup,A5,Varuförsäkring,DK,ALL,FALSE
Z13,NORWAY,NO,32,MyPack Home,A8,Limited quantity of dangerous goods,NO,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A4,Email notification,SI,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,10,Ad-hoc pickup,NL,ALL,FALSE
Z11,DENMARK,DK,20,Return Pickup,D9,Climate Compensation,SE,SE,FALSE
Z14,FINLAND,FI,19,MyPack Collect,A2,Letter notification,AX,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,A4,Email notification,SK,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,A5,Insurance Europe,GL,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A3,SMS notification,CZ,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,43,Julemærkefonden,DK,ALL,FALSE
Z14,FINLAND,FI,17,MyPack Home,C7,FlexChange,SK,ALL,FALSE
Z12,SWEDEN,SE,20,Return Pickup,E2,Carry out,FI,ALL,FALSE
Z12,SWEDEN,SE,20,Return Pickup,C5,Leveransavisering,FI,ALL,FALSE
